tag #,monitoring date,broodstock,set date,distribution date,total # of live oysters,total # of live oysters greater than or equal to 15mm:,clump (if any noted),Total LIVE oysters LESS than 15 mm,Total DEAD oysters LESS than 15 mm,average of shell heights for each monitoring,shell_height_mm,Live / Dead,Organization,Location,Name of Person(s) Collecting Data:,Notes,,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,49,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,45,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,48,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,25,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,35,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,28,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,19,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,21,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,47,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,46,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,45,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,18,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,43,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,21,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,35,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,36,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,22,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,34,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,32,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,27,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,35,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,34,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,16,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,42,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,27,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,27,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,39,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,20,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,21,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,32,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,30,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,16,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,16,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,33,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,21,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,39,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,29,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,20,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,33,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,33,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,31,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,31,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,37,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,28,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,20,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,20,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,25,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,17,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,16,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,26,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,20,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,19,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,21,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,19,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,45,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,31,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,19,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,17,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,15,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,18,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,22,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,16,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,37,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,26,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,34,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,40,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,47,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,38,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,45,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,48,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
303,10/10/20,,,,269,,,,,30.35315985,40,N/A,89 Horton,City Island Oyster Reef,,"26 Boxes Counted; Cage came off of mooring due to rope breakage and was found on seabed near mooring, no way to know how long since the 08/20/20 monitoring that the cage was on the seabed",,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,34,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,29,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,34,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,26,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,22,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,25,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,22,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,46,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,47,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,39,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,40,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,28,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,47,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,34,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,35,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,10,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,16,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,50,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,44,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,20,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,43,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,31,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,50,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,24,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,21,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,19,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,16,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,22,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,21,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,25,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,28,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,50,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,45,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,34,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,18,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,33,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
304,10/10/20,,,,520,,,,,30.38461538,31,N/A,PS175,City Island Oyster Reef,,98 Boxes Counted,,,,,,,,,,,,,,,,,,,
